"User","arroba","hora de publicación","comentario","comentario_editado","Xóchitl","Claudia","Maynez","Ninguno"
"JuanMa Morales","@juanmamorales","22:25","FUERA MORENA","fuera morena","0","-1","0","0"
"Shodan","@shodan","22:41","Si gana morena acabaremos como Venezuela, Argentina o cuba","si gana morena acabaremos como venezuela,argentina o cuba","0","1","0","0"
"Yanett Serna","@yanettserna","22:16","claudia","claudia","0","1","0","0"
"Yolanda Reyes","@yolandareyes","22:28","PRESIDENTA 💪🇲🇽❤❤❤❤❤❤❤ CLAUDIA","presidenta claudia","0","1","0","0"
"Julio Gómez","@juliogomez","22:55","Ganó claudia, me lo dijo mi sobrino que trabaja en el ine","ganó claudia,me lo dijo mi sobrino que trabaja en el INE","0","1","0","0"
"Guadalupe González","@guadalupegonzalez","22:19","Aun que gane Claudia Siempre 🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡","aún que gane claudia siempre","0","1","0","0"
"lupita chavez bravo","@lupitachavez","22:49","Hasta el momento va ganando claudia pero aún no es nada seguro","hasta el momento va ganando claudia pero aún no es nada seguro","0","1","0","0"
"Chris0119","@chris0119","22:31","aguante maynez 🗣🔥","aguante maynez","0","0","1","0"
"Aleyda Mery Acosta Villota","@aleydamery","22:14","viva claudia","viva claudia","0","1","0","0"
"Rodrigo Miranda","@rodrigomiranda","22:57","Que triste los morenistas mediocres, solo con tal de ser un país flojo apoyan","que triste los morenistas mediocres,solo con tal de hacer un país flojo apoyan","0","-1","-1","0"
"IsaidGalvan","@isaidgalvan","22:40","Fuera Morena!!!","fuera morena!!!","0","-1","0","0"
"Lorena Chapa","@lorenachapa","22:50","YA GANO CLAUDIA !!!","ya gano claudia!!!","0","1","0","0"
"Rodrigo Gastón García Reyes","@rodrigogaston","22:34","CLAUDIA PRESIDENTA","claudia presidenta","0","1","0","0"
"Rosa Sánchez","@rosasanchez","22:26","fuera morena","fuera morena","0","-1","0","0"
"Mayte Arancivia","@maytearancivia","22:42","de verdad gente voto por Xóchitl","de verdad gente voto por xochitl","1","0","0","0"
"Ricardo Barrios","@ricardobarrios","22:20","va ganar claudiaaa!!","va ganar claudiaaa!!","0","1","0","0"
"Sergio Montiel Rivas","@sergiomontiel","22:51","amo a Claudia","amo a claudia","0","1","0","0"
"Rosa Sánchez","@rosasanchez","22:58","viva Xochitl","viva xochitl","1","0","0","0"
"Edyan Arce Ortíz Benítez","@edyanarce","22:33","vamos Xochitl","vamos xochitl","1","0","0","0"
"Guadalupe González","@guadalupegonzalez","22:53","¡YA DIGAN POR FAVOR NO QUIERO NECESITO SABER! 🧡🧡🧡🧡","¡ya digan por favor no quiero necesito saber!","0","-1","-1","-1"
"Luis Angel","@luisangel","22:38","GANO CLAUDIA VAMOOOOO","gano claudia vamooooo","0","1","0","0"
"Jesús Ismael Urrea Vazquez","@jesusismael","22:36","alv pensé que Maynez Hiba a estar en segundo lugar","alv pensé que maynez hiba a estar en segundo lugar","0","0","1","0"
"Shyru","@shyru","22:54","ya ganó Claudia?","ya ganó claudia?","0","1","0","0"
"Emma","@emma","22:15","y pensar que dentro de un año vamos a vivir como Los Cubanos en un país comunista","y pensar que dentro de un año vamos a vivir como los cubanos en un país comunista","0","-1","-1","-1"
"☆Jojo☆","@jojo","22:11","VAMOS CLAUDIAAA","vamos claudiaaa","0","1","0","0"
"Shyru","@shyru","22:19","YA GANO CLAUDIA?","ya gano claudia?","0","1","0","0"
"Rosa Sánchez","@rosasanchez","22:11","por el bien de México que gane Xochitl","por el bien de méxico que gane xochitl","1","0","0","0"
"Mikishima","@mikishima","22:35","fuera los morenos","fuera los de MORENA","0","-1","0","0"
"Edyan Arce Ortíz Benítez","@edyanarce","22:47","viva Xochitl","viva xochitl","1","0","0","0"
"Sara☆","@sara","22:13","Arriba PRI-CHOS💋🫦","arriba pri representado por xochitl PAN","1","0","0","0"
"KOMGOMS","@komgoms","22:16","Eso mi chiquistrikis, vamos contigo claudia🫦🫦🫦🫦🫦","eso mi chiquistrikis,vamos contigo claudia","0","1","0","0"
"☆Jojo☆","@jojo","22:25","VAMOS MORENA","vamos morena","0","1","0","0"
"Clickclack wimwam","@clickclack","22:22","Claudia ganó desde que se postuló","claudia ganó desde que se postuló","0","1","0","0"
"Rosa Sánchez","@rosasanchez","22:48","viva Xochitl","viva xochitl","1","0","0","0"
"Luis Angel","@luisangel","22:12","GANO CLAUDIA VAMOOOOO","gano claudia vamooooo","0","1","0","0"
"Guadalupe González","@guadalupegonzalez","22:36","Va perdiendo Máynez 🫣🧡","va perdiendo maynez","0","0","-1","0"
"Angelcaido","@angelcaido","22:45","CLAUDIA NOS TRAJO A INTERPOL","claudia nos trajo a interpol","0","1","0","0"
"Brian Rodriguez Manuel","@brianrodriguez","22:27","todos los municipios del estado de Veracruz, va ganando morena!!! El PRIAN no sabe jugar limpio🤬","todos los municipios del estado de Veracruz,va ganando morena!!!el prian representado  por xochitl no sabe jugar limpio","-1","1","0","0"
"Eternal_ Yael","@eternalyael","22:30","los morenistas necesitan el dinero sin trabajar","los morenistas necesitan el dinero sin trabajar","0","-1","0","0"
"David De La Torre 369","@david369","22:34","YA GANO MORENA","ya gano morena","0","1","0","0"
"TBC BlissWarrior","@tbcblisswarrior","22:52","EMPRESARIOS NO QUIEREN PAGAR IMPUESTOS Y VOTAN POR XÓCHILT","empresarios no quieren pagar impuestos y votan por xochitl","-1","0","0","0"
"Rosario Elias","@rosarioelias","22:18","estamos contigo Xochitl","estamos contigo xochitl","1","0","0","0"
"Rosa Sánchez","@rosasanchez","22:24","si ya huele a fraude","si ya huele a fraude","0","0","0","-1"
"Victor SA","@victorsa","22:43","si gana Xóchitl me voy a poner en criogenización","si gana xochitl me oye a poner en criogenización","-1","0","0","0"
"CRISTY","@cristy","22:51","GANÓ CLAUDIA","ganó claudia","0","1","0","0"
"Yañez Galván Marco Antonio","@yanmarco","22:29","Maynez🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡","maynez","0","0","1","0"
"Ergo Proxy","@ergoproxy","22:49","no se preocupen por Xóchitl vaya se hace más rica vendiendo gelatinas","no se preocupen por xochitl vaya se hace más rica vendiendo gelatinas","-1","0","0","0"
"Quirino Hernández David Santiago","@quirinohdavid","22:56","CLAUDIAAAAAAA","claudiaaaaaaa","0","1","0","0"
"Fer345","@fer345","22:21","xochitla tu puedes","xochitl ganará tu puedes","1","0","0","0"
"Quirino Hernández David Santiago","@quirinohdavid","22:32","CLAUDIA PRESIDENTA","claudia presidenta","0","1","0","0"
"Holaaaa","@holaaaa","22:20","arriba Xóchitl 💙💙💙💙","arriba xochitl","1","0","0","0"
"Ergo Proxy","@ergoproxy","22:48","no sé preocupen por Xochitl vaya se hace más rica vendiendo gelatinas","no sé preocupen por xochitl vaya se hace más rica vendiendo gelatinas","-1","0","0","0"
"Quirino Hernández David Santiago","@quirinohdavid","22:15","CLAUDIAAAAAAA","claudiaaaaaaa","0","1","0","0"
"FERNANDO Ponce","@fernandoponce","22:36","ganó Claudia","ganó claudia","0","1","0","0"
"Christian Michel Valdez Ibarra","@christianvaldez","22:30","MAYNEZ VA A GAANR, AHORITA REMONTA WEY","maynez va a gaanr,ahorita remonta wey","0","0","1","0"
"Gaticristo-2009","@gaticristo2009","22:50","CREO EN TI CLAUDIA HASTA EL FINAL","creo en ti claudia hasta el final","0","1","0","0"
"HORUS","@horus","22:25","xochil presidenta pero del circo atayde hermanos","xochitl presidenta pero del circo atayde hermanos","-1","0","0","0"
"Bienes Raíces - Bloxburg","@bienesraices","22:12","VAMOS XÓCHITL !🙏🏻🙏🏻","vamos xochitl!","1","0","0","0"
"Christian Michel Valdez Ibarra","@christianvaldez","22:45","MAYNEZ VA A GAANR, AHORITA REMONTA WEY","maynez va a gaanr,ahorita remonta wey","0","0","1","0"
"Alain Mora","@alainmora","22:31","CLAUDIA!!!","claudia!!!","0","1","0","0"
"fátima sc","@fatimasc","22:53","Si gana Claudia, estas votaciones van a ser un fraude","si gana claudia,estas votaciones van a hacer un fraude","0","-1","0","0"
"Gaticristo-2009","@gaticristo2009","22:28","HASTA EL FINAL CLAUDIA VAMOS VAMOS","hasta el final claudia vamos vamos","0","1","0","0"
"Majo Garrido","@majogarrido","22:37","Si gana Xóchitl pido asilo político en otro país 💀","si gana xochitl pido asilo político en otro país","-1","0","0","0"
"Ailed RM","@ailedrm","22:52","VAMOS CLAUDIAAAAA❤","vamos claudiaaaaa","0","1","0","0"
"Marcusmonkey2000","@marcusmonkey2000","22:14","Maynez remontada 🧡","maynez remontada","0","0","1","0"
"Gaticristo-2009","@gaticristo2009","22:44","SI GANA XOCHITL ME LARGO DE MEXICO","si gana xochitl me largo de méxico","-1","0","0","0"
"Mayte Arancivia","@maytearancivia","22:35","vamos Claudia","vamos claudia","0","1","0","0"
"Chrisaurus YT","@chrisaurusyt","22:23","VAMOS MAYNEZZZZZZ","vamos maynezzzzzz","0","0","1","0"
"Christian Michel Valdez Ibarra","@christianvaldez","22:50","VAMOSSS MAYNEZ DEMUESTRA LO QUE PUEDES DAR A MEXICOOOOOOOOOOO!!","vamosss maynez demuestra lo que puedes dar a mexicooooooooooo!!","0","0","1","0"
"Mafer Muval","@mafermuval","22:19","CLAUDIAAAAAA 🗣","claudiaaaaaa","0","1","0","0"
"Leslie G. Herrera S.","@leslieherrera","22:33","Maynez es mi pastor y nada me faltará, vamos Maynez ya solo te faltan 92mil votos y rebasamos a Cheimbaun","maynez es mi pastor y nada me faltará,vamos maynez ya solo te faltan 92mil votos y rebasamos a sheinbaum","0","0","1","0"
"PoisonedDollitaa","@poisoneddollitaa","22:27","MARISOL DOMÍNGUEZ PRESIDENTA ❗❗❗❗","marisol domínguez presidenta","0","1","0","0"
"Jonathan Espinoza","@jonathanespinoza","22:34","vamos con todo Claudia tijuana esta contigo","vamos con todo claudia Tijuana esta contigo","0","1","0","0"
"Marcy♡","@marcy","22:13","🔴VIVA CLAUDIA 🔴","viva claudia","0","1","0","0"
"Sebastian Lazarin","@sebastianlazarin","22:54","PURO POBRE VOTA POR MORENA","puro pobre vota por morena","0","-1","0","0"
"Jose A","@josea","22:51","Quieren llorar, ESTA ARRASANDO MORENA, les arde hasta el ALMA a todos los del PRIAN 😂","quieren llorar,esta arrasando morena,les arde hasta el alma a todos los del prian representado  por xochitl","-1","1","0","0"
"GABRIEL LOMAS","@gabriellomas","22:40","face-red-heart-shapeCLAUDIA","face red heart shapeclaudia","0","1","0","0"
"Sinai Morales","@sinaimorales","22:15","Y si morena compró votos, porque no me pagaron ?? 🤣🤣 yo voté por morena quiero mi pago entonces","y si morena compró votos,porque no me pagaron??yo voté por morena quiero mi pago entonces","0","1","0","0"
"Victor Vazquez","@victorvazquez","22:41","YO LE DI MI VOTO GRATIS A MORENA Y SE LO VOLVERÍA A DAR","yo le di mi voto gratis a morena y se lo volvería a dar","0","1","0","0"
"Isaac Tomas Quintero","@isaacquintero","22:29","Xochitl es solo una señora que te encuentras en el mercado, pobres los que votaron por ella","xochitl es solo una señora que te encuentras en el mercado,pobres los que votaron por ella","-1","0","0","0"
"Mariana Galicia","@marianagalicia","22:45","Xóchitl juguete de los del PAN","xochitl juguete de los del PAN","-1","0","0","0"
"Itziro Nimitz 🇲🇽","@itziro","22:42","que paso las encuestas de Xóchitl fallaron 🤣🤣🤣 van a llorar 😭","que paso las encuestas de xochitl fallaron van a llorar","-1","0","0","0"
"Xaami cnwnc","@xaamicnwnc","22:12","MAYNEZ GANARA, NO LEO LLOROSface-blue-heart-eyes","maynez ganara,no leo llorosface blue heart eyes","0","0","1","0"
"Maru","@maru","22:16","Aquí dieron tamales para que votaran ‼🔥","aquí dieron tamales para que votaran","-1","0","0","0"
"Gisela Lauterio","@gisela_lauterio","22:35","viva Claudia","viva claudia","0","1","0","0"
"papskitty","@papskitty","22:26","Marisol Domínguez presidenta por un México limpio y seguro 💜💜🇲🇽🗣🔥🔥🔥‼‼‼‼‼","marisol domínguez presidenta por un méxico limpio y seguro","0","1","0","0"
"Yarabit Vera","@yarabitvera","22:48","SEAMOS SINCEROS CLAUDIA SERÁ COMO PORFIRIO DIAZ, SACARÁ A MÉXICO ADELANTE PERO NO A LOS CIUDADANOS. (Soy morenista 😭)","seamos sinceros claudia será como porfirio diaz,sacará a méxico adelante pero no a los ciudadanos.(soy morenista)","0","1","0","0"
"Carlos Fernández","@carlosfernandez","22:21","Claudia presidenta ♥","claudia presidenta","0","1","0","0"
"Holaaaa","@holaaaa","22:31","los que le van a Morena que bueno que disfrutan como todos somos pobres y su país se destruye, ¿felices? 😒","los que le van a morena que bueno que disfrutan como todos somos pobres y su país se destruye,¿felices?","0","-1","0","0"
"Mafer Muval","@mafermuval","22:55","CLAUDIAAAAAA 🗣","claudiaaaaaa","0","1","0","0"
"papskitty","@papskitty","22:12","Marisol Domínguez presidenta por un México limpio y seguro 💜💜🇲🇽🗣🔥🔥🔥‼‼‼‼‼","marisol domínguez presidenta por un méxico limpio y seguro","0","1","0","0"
"Ricardo Villalobos","@ricardovillalobos","22:25","Mexinzuela!!! mexinzuela!!!! ra ra ra!!!!","México se convertirá en Venezuela!!!México se convertirá en Venezuela!!!!ra ra ra!!!!","0","1","0","0"
"Luis Cruz","@luiscruz","22:50","CLAUDIA SU PRESIDENTA🇲🇽","claudia su presidenta","0","1","0","0"
"Guillermo Canek","@guillermocanek","22:16","el papá de tu mamá es gay, Rafael?","el papá de tu mamá es gay,rafael?","0","-1","0","-1"
"悲Banshee","@banshee","22:44","la verdadera pregunta es, ¿quién votó por el PT no mames esa cosa vale vrga","la verdadera pregunta es,¿quién votó por el pt no mames esa cosa vale verga","-1","0","-1","0"
"𝚌𝚛𝚊𝚣𝚢_𝚢𝚞𝚔𝚒°","@crazyyuki","22:53","YA GANO CLAUDIAAAA 🥵","ya gano claudiaaaa","0","1","0","0"
"Luis Cruz","@luiscruz","22:22","CLAUDIA SU PRESIDENTA🇲🇽","claudia su presidenta","0","1","0","0"
"Mafer Muval","@mafermuval","22:31","TE AMO CLAUDIAAAAAA","te amo claudiaaaaaa","0","1","0","0"
"Ricardo Villalobos","@ricardovillalobos","22:24","cómo ya somos Mexinzuela, y el desabasto de alimentos que habrá, ahora sí voy a bajar de peso. gracias mi presindeta.","cómo ya somos México se convertirá en Venezuela,y el desabasto de alimentos que habrá,ahora sí oye a bajar de peso.gracias mi presindeta.","0","1","0","0"
"Mafer Muval","@mafermuval","22:45","TE AMO CLAUDIAAAA 🗣 AQUI NO SOPORTAN TU PRESENCIA","te amo claudiaaaa aqui no soportan tu presencia","0","1","0","0"
"Carlos","@carlos","22:39","Valió maynez","valió maynez","0","0","1","0"
"Valentina Hernández","@valentinahernandez","22:26","si gana Claudia me pongo a estudiar bien","si gana claudia me pongo a estudiar bien","0","1","0","0"
"Gaticristo-2009","@gaticristo2009","22:20","CLAUDIA ESTAMOS CONTIGO","claudia estamos contigo","0","1","0","0"
"Nononono","@nononono","22:47","me da cosa respirar el mismo aire que los que votaron por Xochitl","me da cosa respirar el mismo aire que los que votaron por xochitl","-1","0","0","0"
"Cynthia Núñez","@cynthianunez","22:48","VAMOS MAYNEZ ☀","vamos maynez","0","0","1","0"
"Guillermo Canek","@guillermocanek","22:11","mejor sean como rafael gay","mejor sean como rafael gay","0","0","0","-1"
"Jorge Luis Sanchez","@jorgeluis","22:27","Viva Maynez","viva maynez","0","0","1","0"
"Gaticristo-2009","@gaticristo2009","22:43","CLAUDIA ESTAMOS CONTIGO","claudia estamos contigo","0","1","0","0"
"PoisonedDollitaa","@poisoneddollitaa","22:29","MARISOL DOMÍNGUEZ PRESIDENTA ❗❗❗❗","marisol domínguez presidenta","0","1","0","0"
"Cynthia Núñez","@cynthianunez","22:38","Fuera morenaaaaaaa","fuera morenaaaaaaa","0","-1","0","0"
"Crisanto Shalom shalom","@crisanto","22:54","CLAUDIA SHEUBAM PARDO. PRESENTARÁ. mañana su gabinete de la república ganso BOLIVARIANA SOCIALISTA 🇨🇺🇻🇪🇦🇷🇻🇳🇸🇴🇲🇽","claudia sheubam pardo.presentará.mañana su gabinete de la república ganso bolivariana socialista","0","1","0","0"
"Mafer Muval","@mafermuval","22:15","Crema para la ardida de Xóchitl y sus seguidores 🫦","crema para la ardida de xochitl y sus seguidores","-1","0","0","0"
"Guadalupe Aguayo","@guadalupeaguayo","22:51","Claudia ❤❤❤🇲🇽","claudia","0","1","0","0"
"ROSA ISELA NUCAMENDI GOMEZ","@rosaiselanucamendi","22:28","DEJENSE DE PAYASADAS LOS NUMEROS NO MIENTEN CLAUDIA PRESIDENTA","dejense de payasadas los numeros no mienten claudia presidenta","0","1","0","0"
"Rafael Guzmán","@rafaelguzman","22:42","claudia","claudia","0","1","0","0"
"Itziro Nimitz 🇲🇽","@itziro","22:17","VOY A DORMIR TRANQUILO LASTIMA POR EL 🤡 QUE LE CREYO A XOCHITL 🤣🤣🤣","oye a dormir tranquilo lastima por el que le creyo a xochitl","-1","0","0","0"
"Xaami cnwnc","@xaami","22:32","PURO LLORONNNN","puro lloronnnn","-1","0","-1","-1"
"Crisanto Shalom shalom","@crisanto","22:36","VIVA EL OXXO. , VIVA EL NESQUIK , 🇨🇺🇲🇽🌿❤","viva el oxxo.,viva el nesquik,","0","1","0","0"
"Fernando._.7u7","@fernando77","22:55","Voten por Marisol Domínguez 😍que tiene 23 casi 24 votos 😍😍😍😍","voten por marisol domínguez que tiene 23 casi 24 votos","0","0","0","0"
"Vanessa Servín Martínez","@vanessamartinez","22:13","Xóchitl dando patadas de ahogado...face-purple-crying","xochitl dando patadas de ahogado...face purple crying","-1","0","0","0"
